"GeneID"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_name"	"gene_chr"	"gene_start"	"gene_end"	"gene_strand"	"gene_length"	"gene_biotype"	"gene_description"
"ENSG00000198176"	3973.03651355822	-0.0541657774071063	0.0533414269605074	-1.01545422560985	0.309889355849932	0.383781826629798	"TFDP1"	"13"	113584721	113641470	"+"	3741	"protein_coding"	"transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]"
"ENSG00000198182"	164.65285106353	-0.0824798177297568	0.155386418425096	-0.530804548851329	0.595554227529762	0.665408253055258	"ZNF607"	"19"	37696363	37719790	"-"	4740	"protein_coding"	"zinc finger protein 607 [Source:HGNC Symbol;Acc:HGNC:28192]"
"ENSG00000198185"	173.649462569696	-0.624401306698117	0.152091131705815	-4.10544191298331	4.03542681111969e-05	0.00010009836514393	"ZNF334"	"20"	46499630	46513559	"-"	6865	"protein_coding"	"zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]"
"ENSG00000198189"	843.130941782255	-0.945440864920213	0.0885094484981938	-10.68180720773	1.23837057322009e-26	1.19667668959911e-25	"HSD17B11"	"4"	87336610	87391386	"-"	2435	"protein_coding"	"hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]"
"ENSG00000198198"	705.957334232481	0.147526372361299	0.102325678918571	1.44173362855182	0.149377532956322	0.203382951323131	"SZT2"	"1"	43389882	43454247	"+"	26354	"protein_coding"	"SZT2, KICSTOR complex subunit [Source:HGNC Symbol;Acc:HGNC:29040]"
"ENSG00000198205"	117.661407548138	0.293535799863318	0.194817205102717	1.5067242121072	0.131881362748497	0.182336917814584	"ZXDA"	"X"	57906708	57910820	"-"	4113	"protein_coding"	"zinc finger X-linked duplicated A [Source:HGNC Symbol;Acc:HGNC:13198]"
"ENSG00000198208"	159.254010229627	-0.15472402638157	0.164908651198185	-0.938240809426214	0.348120670481888	0.423827824841197	"RPS6KL1"	"14"	74903954	74923396	"-"	7617	"protein_coding"	"ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]"
"ENSG00000198218"	1702.82132268706	-0.881173417686341	0.0649329393302167	-13.570514853873	5.98998051346132e-42	9.75130795969194e-41	"QRICH1"	"3"	49029707	49094363	"-"	5499	"protein_coding"	"glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713]"
"ENSG00000198223"	2027.18557877979	0.882111721671854	0.0606267780408409	14.5498697139674	5.85143866211435e-48	1.11409074725207e-46	"CSF2RA"	"X"	1268800	1310381	"+"	3830	"protein_coding"	"colony stimulating factor 2 receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:2435]"
"ENSG00000198225"	373.806389784716	0.38776947755685	0.111469843826824	3.47869400588089	0.000503863570487171	0.00108033967503479	"FKBP1C"	"6"	63211446	63213024	"+"	1579	"protein_coding"	"FK506 binding protein 1C [Source:HGNC Symbol;Acc:HGNC:21376]"
"ENSG00000198231"	3202.53679931679	-0.140656158707446	0.056063286531124	-2.50888179074838	0.0121114006917342	0.0210723578649218	"DDX42"	"17"	63773603	63819317	"+"	8521	"protein_coding"	"DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]"
"ENSG00000198242"	4809.75112935571	-0.495779969716106	0.0558621379244101	-8.87506257614004	6.98941051366682e-19	4.60887661132663e-18	"RPL23A"	"17"	28719393	28724359	"+"	2824	"protein_coding"	"ribosomal protein L23a [Source:HGNC Symbol;Acc:HGNC:10317]"
"ENSG00000198246"	227.981236600867	-0.173885793685125	0.147664920418403	-1.17757009039402	0.238968039622422	0.307102486966049	"SLC29A3"	"10"	71319258	71381423	"+"	5439	"protein_coding"	"solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]"
"ENSG00000198252"	859.136226566758	-0.163524921574732	0.0811720647590437	-2.01454677862574	0.0439521587543499	0.0684520026639607	"STYX"	"14"	52730180	52774998	"+"	4978	"protein_coding"	"serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]"
"ENSG00000198258"	1134.59701250195	0.0627303302343091	0.0906724758996949	0.691834314789238	0.489041384410011	0.565372560138544	"UBL5"	"19"	9827892	9830115	"+"	1931	"protein_coding"	"ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736]"
"ENSG00000198265"	726.818835237761	-0.375205201276821	0.0872122086064862	-4.30220960198129	1.69103226397532e-05	4.38624858354346e-05	"HELZ"	"17"	67070438	67245989	"-"	15677	"protein_coding"	"helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]"
"ENSG00000198270"	422.701323106236	0.403099657550453	0.125022271589873	3.22422279186219	0.001263150853332	0.00255957754579286	"TMEM116"	"12"	111931282	112013185	"-"	7989	"protein_coding"	"transmembrane protein 116 [Source:HGNC Symbol;Acc:HGNC:25084]"
"ENSG00000198276"	1733.70778913564	0.032345474268744	0.0621177708704101	0.520712089560056	0.602567351253868	0.671731603745616	"UCKL1"	"20"	63939829	63956415	"-"	3184	"protein_coding"	"uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]"
"ENSG00000198286"	532.527001561019	0.389518497216345	0.0924954358057795	4.21121857336021	2.53996840264122e-05	6.46186107263643e-05	"CARD11"	"7"	2906141	3043945	"-"	4707	"protein_coding"	"caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]"
"ENSG00000198298"	143.01920130265	0.668472628174276	0.174594573797471	3.82871365148898	0.000128814777024549	0.000299755941573992	"ZNF485"	"10"	43606407	43617903	"+"	2397	"protein_coding"	"zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]"
"ENSG00000198301"	1284.59338820123	0.0113755734618595	0.0800080135253401	0.142180426192642	0.886937492344794	0.91429982479296	"SDAD1"	"4"	75940950	75990962	"-"	3491	"protein_coding"	"SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]"
"ENSG00000198315"	1190.10369416241	-0.0217504515465759	0.0845271430493988	-0.257319137520887	0.796932420130218	0.841744480005717	"ZKSCAN8"	"6"	28141910	28159472	"+"	7565	"protein_coding"	"zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]"
"ENSG00000198324"	281.454600883804	0.301890801988742	0.144021022358237	2.09615788754659	0.0360681872916437	0.0571444895257103	"PHETA1"	"12"	111360651	111369121	"-"	3361	"protein_coding"	"PH domain containing endocytic trafficking adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26509]"
"ENSG00000198331"	611.047840009226	-0.787595640932839	0.0963399893951804	-8.17516844123962	2.95452824053734e-16	1.70873918994084e-15	"HYLS1"	"11"	125883614	125900648	"+"	2999	"protein_coding"	"HYLS1, centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]"
"ENSG00000198342"	39.920358386146	-0.299800905847797	0.318429862826481	-0.941497456258257	0.346449992219237	0.42216132121194	"ZNF442"	"19"	12345949	12365905	"-"	6569	"protein_coding"	"zinc finger protein 442 [Source:HGNC Symbol;Acc:HGNC:20877]"
"ENSG00000198346"	124.722870524245	-0.48918602305971	0.193372217983477	-2.52976372801138	0.0114139359046674	0.0199604399178587	"ZNF813"	"19"	53467735	53496255	"+"	6244	"protein_coding"	"zinc finger protein 813 [Source:HGNC Symbol;Acc:HGNC:33257]"
"ENSG00000198355"	1828.4736585615	0.243745602956149	0.0749919406991176	3.25029064035167	0.00115287119518239	0.0023519122751208	"PIM3"	"22"	49960513	49964080	"+"	2461	"protein_coding"	"Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]"
"ENSG00000198356"	1547.3031501798	0.444613591803125	0.0696382394159522	6.38461850173191	1.71825282396807e-10	6.97640576508968e-10	"ASNA1"	"19"	12737139	12748323	"+"	1652	"protein_coding"	"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:752]"
"ENSG00000198363"	3333.04466847405	-1.65927698234316	0.0605165028042568	-27.4185867565772	1.64666529832019e-165	2.11102491244648e-163	"ASPH"	"8"	61500556	61714640	"-"	20047	"protein_coding"	"aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]"
"ENSG00000198369"	899.677447077063	0.707947561014275	0.0774516216499586	9.14051308330035	6.2156722067691e-20	4.34053114974743e-19	"SPRED2"	"2"	65310851	65432637	"-"	5154	"protein_coding"	"sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]"
"ENSG00000198373"	877.052508955126	-0.1886704031665	0.0816237449023035	-2.31146467724952	0.0208072020536261	0.0345268036234478	"WWP2"	"16"	69762306	69941741	"+"	9015	"protein_coding"	"WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]"
"ENSG00000198380"	4651.09661737442	1.98992078072021	0.0534884938743558	37.202782067383	6.15269553612068e-303	2.49087021388633e-300	"GFPT1"	"2"	69319769	69387254	"-"	8866	"protein_coding"	"glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]"
"ENSG00000198382"	585.240047084736	0.726146545976023	0.0943719754363251	7.69451463338256	1.42032290637721e-14	7.48039972328211e-14	"UVRAG"	"11"	75815167	76143195	"+"	6352	"protein_coding"	"UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]"
"ENSG00000198393"	230.932892279976	-0.0218768578200489	0.142857248719099	-0.153137891260006	0.878289535367893	0.907001826683203	"ZNF26"	"12"	132986365	133032952	"+"	20863	"protein_coding"	"zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]"
"ENSG00000198399"	1471.97478246441	1.28490257671683	0.0697173198340415	18.4301774620062	7.52358694987719e-76	2.74272183973722e-74	"ITSN2"	"2"	24202864	24360714	"-"	12022	"protein_coding"	"intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184]"
"ENSG00000198406"	29.6974800999052	0.180254891804006	0.36684976564268	0.491358884987207	0.623172638558398	0.689704163423194	"BZW1P2"	"3"	116645902	116646727	"-"	826	"processed_pseudogene"	"basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33954]"
"ENSG00000198408"	3218.83089371478	0.128761072679952	0.0583467184865896	2.20682629665876	0.0273261971445425	0.0443960520510763	"OGA"	"10"	101784443	101818465	"-"	7247	"protein_coding"	"O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056]"
"ENSG00000198416"	8.66713911612941	1.44617062174306	0.744897377093308	1.94143605040766	0.0522054091299393	0.0800087680867689	"ZNF658B"	"9"	39443815	39508885	"-"	3897	"transcribed_unprocessed_pseudogene"	"zinc finger protein 658B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32033]"
"ENSG00000198417"	72.3811651515402	-0.138830453105807	0.235395456483532	-0.589775415293621	0.555341226997539	0.629206763597742	"MT1F"	"16"	56657694	56660698	"+"	1889	"protein_coding"	"metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]"
"ENSG00000198420"	839.706008736543	-1.32042284564175	0.0933880721046171	-14.139095238657	2.180700135012e-45	3.85165222468709e-44	"TCAF1"	"7"	143851375	143902198	"-"	6310	"protein_coding"	"TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201]"
"ENSG00000198429"	148.449669186068	-0.254869991041068	0.162243887545218	-1.57090658327596	0.116204349217344	0.163169743369809	"ZNF69"	"19"	11887784	11914329	"+"	2931	"protein_coding"	"zinc finger protein 69 [Source:HGNC Symbol;Acc:HGNC:13138]"
"ENSG00000198431"	21640.9185279937	0.910498307605766	0.0498055310187003	18.2810681661823	1.17109908871866e-74	4.09458826837451e-73	"TXNRD1"	"12"	104215779	104350305	"+"	6708	"protein_coding"	"thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]"
"ENSG00000198435"	39.1273560791872	-0.346120358940341	0.325536875408524	-1.06322934538825	0.287677957529487	0.360056283718368	"NRARP"	"9"	137300482	137302251	"-"	1770	"protein_coding"	"NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]"
"ENSG00000198440"	110.67594374567	0.558941835330715	0.19261998467768	2.90178527563492	0.00371042771369732	0.00699010775747239	"ZNF583"	"19"	56397966	56436035	"+"	8060	"protein_coding"	"zinc finger protein 583 [Source:HGNC Symbol;Acc:HGNC:26427]"
"ENSG00000198453"	132.635452076069	0.310921942943987	0.188628775714488	1.64832720652656	0.0992855447054951	0.142190357451996	"ZNF568"	"19"	36916329	36998700	"+"	9437	"protein_coding"	"zinc finger protein 568 [Source:HGNC Symbol;Acc:HGNC:25392]"
"ENSG00000198455"	469.583549467778	0.504519928317409	0.1156838946379	4.36119418261805	1.29354500849868e-05	3.3993673404072e-05	"ZXDB"	"X"	57591652	57597545	"+"	5894	"protein_coding"	"zinc finger X-linked duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]"
"ENSG00000198464"	508.59799278814	0.445601557012048	0.0980189570470645	4.54607527397062	5.46554962227417e-06	1.5036125784883e-05	"ZNF480"	"19"	52297177	52325922	"+"	4836	"protein_coding"	"zinc finger protein 480 [Source:HGNC Symbol;Acc:HGNC:23305]"
"ENSG00000198466"	426.995686456549	-0.462051210219137	0.105337021934929	-4.386408517459	1.15237599204164e-05	3.04921779524744e-05	"ZNF587"	"19"	57849857	57865112	"+"	7350	"protein_coding"	"zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]"
"ENSG00000198467"	558.694490815511	-1.26250926587103	0.1062204060841	-11.8857506990836	1.40368234506026e-32	1.66879823774397e-31	"TPM2"	"9"	35681992	35690121	"-"	3248	"protein_coding"	"tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]"
"ENSG00000198468"	15.6606899963292	-0.196968259929493	0.495810733191957	-0.397265018168203	0.691172040836473	0.749699688093372	"FLVCR1-DT"	"1"	212852108	212858088	"-"	3094	"lincRNA"	"FLVCR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:39077]"
"ENSG00000198482"	119.296288635609	0.23821770170692	0.197332963225271	1.20718656332635	0.227360303910393	0.294147751690984	"ZNF808"	"19"	52527652	52564464	"+"	5008	"protein_coding"	"zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]"
"ENSG00000198492"	1798.10871784593	0.270451767684747	0.063663244568703	4.24816186352057	2.15531651953232e-05	5.51520115377331e-05	"YTHDF2"	"1"	28736621	28769775	"+"	3859	"protein_coding"	"YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]"
"ENSG00000198496"	110.425896157388	1.18482017927556	0.212907457295265	5.5649538739849	2.62221762579467e-08	8.96847397848493e-08	"NBR2"	"17"	43125610	43153671	"+"	2096	"bidirectional_promoter_lncRNA"	"neighbor of BRCA1 lncRNA 2 [Source:HGNC Symbol;Acc:HGNC:20691]"
"ENSG00000198498"	521.015712633094	-0.111754052583967	0.0921751614133182	-1.21240962175109	0.225355619599533	0.292045392293759	"TMA16"	"4"	163494442	163520539	"+"	3513	"protein_coding"	"translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]"
"ENSG00000198502"	36.9051885369587	1.20126181753965	0.338506819689293	3.54870787726598	0.000387126294538679	0.000844160299813329	"HLA-DRB5"	"6"	32517343	32530287	"-"	1260	"protein_coding"	"major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:HGNC:4953]"
"ENSG00000198513"	248.67112569014	-0.364914249169065	0.133661026923798	-2.73014698126708	0.00633060937681691	0.0115582832486294	"ATL1"	"14"	50532509	50633068	"+"	4360	"protein_coding"	"atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]"
"ENSG00000198515"	40.9117312108024	0.178409434774302	0.32177350462264	0.554456573369929	0.579266417887168	0.650849735084443	"CNGA1"	"4"	47935977	48016672	"-"	3581	"protein_coding"	"cyclic nucleotide gated channel alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148]"
"ENSG00000198517"	1123.8263347327	0.256431099963689	0.0891948491435162	2.87495413049118	0.00404086197586799	0.00757550824235354	"MAFK"	"7"	1530714	1543043	"+"	4458	"protein_coding"	"MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]"
"ENSG00000198521"	287.482058157553	-0.538423325797715	0.124589453523003	-4.32158028286324	1.54915664254884e-05	4.03252551420836e-05	"ZNF43"	"19"	21804949	21852125	"-"	8649	"protein_coding"	"zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]"
"ENSG00000198522"	611.456471083632	0.510727559826964	0.0929309247757577	5.49577614835265	3.8899569699942e-08	1.30718868559176e-07	"GPN1"	"2"	27628247	27651508	"+"	3746	"protein_coding"	"GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030]"
"ENSG00000198538"	495.769056355156	0.479041269486598	0.101364925924671	4.7259075574385	2.2908985690693e-06	6.53741116426676e-06	"ZNF28"	"19"	52797409	52857600	"-"	5974	"protein_coding"	"zinc finger protein 28 [Source:HGNC Symbol;Acc:HGNC:13073]"
"ENSG00000198542"	22.8032216456209	1.35191456766641	0.43069821712177	3.13889055938252	0.00169588772336734	0.00336595751984042	"ITGBL1"	"13"	101452593	101720856	"+"	6174	"protein_coding"	"integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]"
"ENSG00000198546"	223.542869387137	0.389277663913302	0.143472302700819	2.71326002709429	0.00666248041668488	0.0121282213620022	"ZNF511"	"10"	133308475	133313162	"+"	2728	"protein_coding"	"zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]"
"ENSG00000198551"	159.543799525489	0.235928759233096	0.159800042568454	1.47639985222176	0.139836582367147	0.191869959252246	"ZNF627"	"19"	11559374	11619135	"+"	3827	"protein_coding"	"zinc finger protein 627 [Source:HGNC Symbol;Acc:HGNC:30570]"
"ENSG00000198554"	1343.05935406182	-0.78417606139792	0.0797763886120218	-9.82967611145724	8.38881320517461e-23	6.88652627259372e-22	"WDHD1"	"14"	54938950	55027105	"-"	6385	"protein_coding"	"WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170]"
"ENSG00000198556"	200.399693888395	-0.158302480740439	0.147132951383124	-1.07591453343602	0.28196548148166	0.35375607299901	"ZNF789"	"7"	99472841	99503650	"+"	6683	"protein_coding"	"zinc finger protein 789 [Source:HGNC Symbol;Acc:HGNC:27801]"
"ENSG00000198561"	3879.59697660335	0.00488623061889025	0.0504996274965112	0.096757755673105	0.922918772552794	0.942302821684134	"CTNND1"	"11"	57753243	57819546	"+"	8798	"protein_coding"	"catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]"
"ENSG00000198563"	2832.73038614512	-0.323773652009569	0.0635659838362441	-5.09350492936065	3.51503907127428e-07	1.0817235661629e-06	"DDX39B"	"6"	31530219	31542448	"-"	7007	"protein_coding"	"DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]"
"ENSG00000198569"	113.821051510939	0.728309430893835	0.193321515312557	3.76734803529925	0.000164990911494922	0.000379405109482493	"SLC34A3"	"9"	137230757	137236554	"+"	2303	"protein_coding"	"solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305]"
"ENSG00000198574"	37.3631160305588	1.12125476718268	0.341170151694243	3.28649725544441	0.00101441762411151	0.00208466480487998	"SH2D1B"	"1"	162395266	162412138	"-"	2797	"protein_coding"	"SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]"
"ENSG00000198585"	487.596222145519	0.407000776260825	0.10167418681032	4.00299022818949	6.25468865469523e-05	0.00015148320255641	"NUDT16"	"3"	131381671	131388830	"+"	7029	"protein_coding"	"nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]"
"ENSG00000198586"	1205.77228273949	-0.0398367681764515	0.0869155456640956	-0.458338814674299	0.646709042208676	0.710797155739683	"TLK1"	"2"	170990823	171231314	"-"	9405	"protein_coding"	"tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]"
"ENSG00000198589"	1083.72163058849	-0.412656477016711	0.0740203018152432	-5.57490940859324	2.47658709950326e-08	8.48359295006861e-08	"LRBA"	"4"	150264531	151015727	"-"	16657	"protein_coding"	"LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]"
"ENSG00000198598"	85.8551208418013	-0.155967139217941	0.228525844925797	-0.68249234246824	0.494927683175454	0.571019009897343	"MMP17"	"12"	131828393	131851783	"+"	4003	"protein_coding"	"matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]"
"ENSG00000198604"	1630.12229875968	0.195163502180345	0.0724318157656938	2.69444442497024	0.00705060834995866	0.01276527702198	"BAZ1A"	"14"	34752731	34875647	"-"	7698	"protein_coding"	"bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]"
"ENSG00000198612"	818.234369809835	-0.18933153396143	0.0927150088487665	-2.04208074088912	0.0411435229434448	0.0644488297486972	"COPS8"	"2"	237085312	237100466	"+"	4743	"protein_coding"	"COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]"
"ENSG00000198618"	144.241481382238	-0.292886574083017	0.183625400067853	-1.59502211553951	0.110707290379287	0.156378748984938	"PPIAP22"	"21"	18857779	18858276	"+"	498	"processed_pseudogene"	"peptidylprolyl isomerase A pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:17236]"
"ENSG00000198624"	1275.05354057197	1.61503338136629	0.0872617018991942	18.5079289793362	1.78222145924814e-76	6.55925716006539e-75	"CCDC69"	"5"	151181052	151224145	"-"	4993	"protein_coding"	"coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]"
"ENSG00000198625"	600.46947045323	0.191430941964412	0.108287224594263	1.76780726149069	0.0770931305567757	0.113656034545801	"MDM4"	"1"	204516379	204558120	"+"	11008	"protein_coding"	"MDM4, p53 regulator [Source:HGNC Symbol;Acc:HGNC:6974]"
"ENSG00000198646"	2069.95018318359	0.151242819291746	0.0639198801916454	2.36613114477511	0.0179750758288884	0.0302250045416569	"NCOA6"	"20"	34689097	34825649	"-"	11131	"protein_coding"	"nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]"
"ENSG00000198648"	860.694032536634	0.566257583307109	0.0809297165861535	6.99690555204529	2.61677556839599e-12	1.20709071496863e-11	"STK39"	"2"	167954020	168248141	"-"	4247	"protein_coding"	"serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]"
"ENSG00000198663"	2754.8947168105	-0.489285870861397	0.0582110874057828	-8.40537245852566	4.26505835630092e-17	2.56905472800835e-16	"C6orf89"	"6"	36871870	36928964	"+"	7340	"protein_coding"	"chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:21114]"
"ENSG00000198668"	4446.21622022724	-0.194677969692408	0.0501978466433524	-3.87821356313476	0.000105226325373076	0.000247940234268555	"CALM1"	"14"	90396502	90408261	"+"	7705	"protein_coding"	"calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]"
"ENSG00000198677"	1860.70071227838	0.00886057424846321	0.0714317678866749	0.124042488525838	0.901281633844448	0.92441607140896	"TTC37"	"5"	95461755	95555007	"-"	10454	"protein_coding"	"tetratricopeptide repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:23639]"
"ENSG00000198680"	151.328855334213	-0.588592203531676	0.173131200069715	-3.39968880995839	0.000674625845865495	0.00141878933872792	"TUSC1"	"9"	25676389	25678440	"-"	2052	"protein_coding"	"tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]"
"ENSG00000198682"	2110.5758479582	-1.46811758411487	0.0668155784263225	-21.9726838963725	5.25686117156072e-107	3.08670046806451e-105	"PAPSS2"	"10"	87659613	87747705	"+"	4083	"protein_coding"	"3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]"
"ENSG00000198689"	847.462856600167	-0.750497168382664	0.080021578617285	-9.37868486664114	6.68007116022802e-21	4.95258866163604e-20	"SLC9A6"	"X"	135973841	136047269	"+"	7465	"protein_coding"	"solute carrier family 9 member A6 [Source:HGNC Symbol;Acc:HGNC:11079]"
"ENSG00000198690"	404.501239434728	-0.0666432894031024	0.118961854363054	-0.560207217346467	0.575338104692799	0.647144944256344	"FAN1"	"15"	30903852	30943108	"+"	6194	"protein_coding"	"FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170]"
"ENSG00000198691"	9.4306667891601	-0.346330077057722	0.827013310818566	-0.418772071171297	0.675382717955777	0.736572219837777	"ABCA4"	"1"	93992835	94121132	"-"	8530	"protein_coding"	"ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]"
"ENSG00000198695"	12226.2198147113	-0.620862855591131	0.0602951430612817	-10.2970624841226	7.26458190601104e-25	6.57015449982797e-24	"MT-ND6"	"MT"	14149	14673	"-"	525	"protein_coding"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]"
"ENSG00000198700"	3670.74228106395	0.0326680581516724	0.0548051207053357	0.596076748508865	0.551123956413663	0.625026977181555	"IPO9"	"1"	201829141	201884294	"+"	11915	"protein_coding"	"importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]"
"ENSG00000198707"	722.371118312634	0.350621903897449	0.0989751813006561	3.54252348204716	0.000396318136173373	0.000862370326292952	"CEP290"	"12"	88049014	88142216	"-"	10388	"protein_coding"	"centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021]"
"ENSG00000198712"	70905.2859446441	-0.514639155453049	0.0573544717064386	-8.97295607720287	2.88661218908715e-19	1.94174210393165e-18	"MT-CO2"	"MT"	7586	8269	"+"	684	"protein_coding"	"mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]"
"ENSG00000198715"	838.754812322979	0.119721272513921	0.0856335322553783	1.3980653297926	0.162093449939366	0.218625778876662	"GLMP"	"1"	156290089	156295689	"-"	3471	"protein_coding"	"glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436]"
"ENSG00000198718"	403.661130738304	0.237129995338345	0.120525345912526	1.96746994205225	0.0491290578860504	0.0757543777206574	"TOGARAM1"	"14"	44962208	45074431	"+"	10274	"protein_coding"	"TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]"
"ENSG00000198719"	11.4156628727723	0.381502313559314	0.590561086518342	0.645999748829481	0.518279518074415	0.593377398679527	"DLL1"	"6"	170282206	170306565	"-"	3226	"protein_coding"	"delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]"
"ENSG00000198720"	297.205034034195	0.804014361927664	0.135334857944501	5.94092589403226	2.83416721396858e-09	1.05290578168782e-08	"ANKRD13B"	"17"	29589769	29614761	"+"	3971	"protein_coding"	"ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]"
"ENSG00000198721"	741.500280984797	-0.759060723950203	0.0836177107795316	-9.07775059701839	1.1084179908534e-19	7.64316556310565e-19	"ECI2"	"6"	4115689	4135597	"-"	4579	"protein_coding"	"enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]"
"ENSG00000198722"	702.677441076257	-0.466831721050595	0.0849140683512241	-5.49769584846261	3.84785857820399e-08	1.29388975665771e-07	"UNC13B"	"9"	35161992	35405338	"+"	17916	"protein_coding"	"unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]"
